cluster_pair,start_year,weights,normalized_weights
"('Cluster_1', 'Cluster_2')",1992,"[605.0, 619.0, 1820.0, 2178.0]","[-0.9936547569834023, -0.9737958467795941, 0.7298149499899508, 1.2376356537730457]"
"('Cluster_1', 'Cluster_2')",1993,"[619.0, 1820.0, 2178.0, 2882.0]","[-1.5323089121081204, -0.06680781440407692, 0.37003597658513837, 1.2290807499270588]"
"('Cluster_1', 'Cluster_2')",1994,"[1820.0, 2178.0, 2882.0, 4513.0]","[-0.9941554204050972, -0.6480259377841151, 0.03263092189513448, 1.6095504362940778]"
"('Cluster_1', 'Cluster_2')",1995,"[2178.0, 2882.0, 4513.0, 4962.0]","[-1.274125776516701, -0.6579591636588906, 0.7695518385727695, 1.162533101602822]"
"('Cluster_1', 'Cluster_2')",1996,"[2882.0, 4513.0, 4962.0, 4836.0]","[-1.6983256147721604, 0.25752192464065066, 0.7959496040988678, 0.644854086032642]"
"('Cluster_1', 'Cluster_2')",1997,"[4513.0, 4962.0, 4836.0, 7031.0]","[-0.8287149445959384, -0.37632222712046565, -0.503274303739418, 1.708311475455822]"
"('Cluster_1', 'Cluster_2')",1998,"[4962.0, 4836.0, 7031.0, 3833.0]","[-0.17505369867363485, -0.28344075534625396, 1.6047305890696109, -1.146236135049722]"
"('Cluster_1', 'Cluster_2')",1999,"[4836.0, 7031.0, 3833.0, 4633.0]","[-0.2085790093549639, 1.643113308275555, -1.0547053850193877, -0.37982891390120327]"
"('Cluster_1', 'Cluster_2')",2000,"[7031.0, 3833.0, 4633.0, 6747.0]","[1.079696249209513, -1.2691939582544478, -0.6816041627662776, 0.8711018718112125]"
"('Cluster_1', 'Cluster_2')",2001,"[3833.0, 4633.0, 6747.0, 3581.0]","[-0.6952682522913198, -0.05261706588686476, 1.6455886941869078, -0.8977033760087232]"
"('Cluster_1', 'Cluster_2')",2002,"[4633.0, 6747.0, 3581.0, 4479.0]","[-0.19549180820926687, 1.625079480576593, -1.1014714656372349, -0.32811620673009106]"
"('Cluster_1', 'Cluster_2')",2003,"[6747.0, 3581.0, 4479.0, 4613.0]","[1.6279704036086098, -1.096212629068377, -0.3235290019856434, -0.20822877255458963]"
"('Cluster_1', 'Cluster_2')",2004,"[3581.0, 4479.0, 4613.0, 6215.0]","[-1.202409021198587, -0.2560783454436955, -0.11486641832659594, 1.5733537849688783]"
"('Cluster_1', 'Cluster_2')",2005,"[4479.0, 4613.0, 6215.0, 10397.0]","[-0.8138834857566007, -0.7578689058432034, -0.08820206240094645, 1.6599544540007507]"
"('Cluster_1', 'Cluster_2')",2006,"[4613.0, 6215.0, 10397.0, 21557.0]","[-0.9192383947218031, -0.6771307238061717, -0.04511182257697628, 1.6414809411049511]"
"('Cluster_1', 'Cluster_2')",2007,"[6215.0, 10397.0, 21557.0, 7672.0]","[-0.8713738779347728, -0.17663376878397544, 1.6773355325366603, -0.629327885817912]"
"('Cluster_1', 'Cluster_2')",2008,"[10397.0, 21557.0, 7672.0, 21105.0]","[-0.7687545705105088, 1.0239218139427697, -1.2064824511229804, 0.9513152076907194]"
"('Cluster_1', 'Cluster_2')",2009,"[21557.0, 7672.0, 21105.0, 21666.0]","[0.5961536878655032, -1.730974216551846, 0.5203984258707864, 0.6144221028155565]"
"('Cluster_1', 'Cluster_2')",2010,"[7672.0, 21105.0, 21666.0, 40025.0]","[-1.2988508813354622, -0.13140599080489923, -0.0826501965975259, 1.5129070687378874]"
"('Cluster_1', 'Cluster_2')",2011,"[21105.0, 21666.0, 40025.0, 27852.0]","[-0.8612990791681739, -0.7876085524923548, 1.623950055781018, 0.02495757587951091]"
"('Cluster_1', 'Cluster_2')",2012,"[21666.0, 40025.0, 27852.0, 25866.0]","[-1.052737694099543, 1.636733354913991, -0.1465299535255617, -0.4374657072888864]"
"('Cluster_1', 'Cluster_2')",2013,"[40025.0, 27852.0, 25866.0, 26165.0]","[1.7174839244069058, -0.3632218689654334, -0.7026847545020691, -0.6515773009394034]"
"('Cluster_1', 'Cluster_2')",2014,"[27852.0, 25866.0, 26165.0, 114525.0]","[-0.5450744751826253, -0.597244012903719, -0.5893896867312078, 1.731708174817552]"
"('Cluster_1', 'Cluster_2')",2015,"[25866.0, 26165.0, 114525.0, 79393.0]","[-0.9477832379950855, -0.9398276724784197, 1.4111882775302338, 0.47642263294327125]"
"('Cluster_1', 'Cluster_2')",2016,"[26165.0, 114525.0, 79393.0, 148608.0]","[-1.4574314291462058, 0.49353101207257144, -0.28217306765692246, 1.2460734847305568]"
"('Cluster_1', 'Cluster_2')",2017,"[114525.0, 79393.0, 148608.0, 144680.0]","[-0.2616564852558774, -1.5249720408127365, 0.9639379608344228, 0.822690565234191]"
"('Cluster_1', 'Cluster_2')",2018,"[79393.0, 148608.0, 144680.0, 152892.0]","[-1.724002848796928, 0.5707333722689201, 0.4405054754785329, 0.7127640010494748]"
"('Cluster_1', 'Cluster_2')",2019,"[148608.0, 144680.0, 152892.0, 408282.0]","[-0.5782130884793331, -0.6131509189073117, -0.5401087948048269, 1.7314728021914716]"
"('Cluster_1', 'Cluster_2')",2020,"[144680.0, 152892.0, 408282.0, 460218.0]","[-1.0201506629175796, -0.9630981476022037, 0.8112128468441974, 1.1720359636755857]"
"('Cluster_1', 'Cluster_2')",2021,"[152892.0, 408282.0, 460218.0, 978011.0]","[-1.1581820589460305, -0.3056653951229486, -0.1322979748938261, 1.5961454289628052]"
"('Cluster_1', 'Cluster_3')",1987,"[3.0, 11.0, 12.0, 130.0]","[-0.6837018001203645, -0.5317680667602835, -0.5127763500902734, 1.7282462169709214]"
"('Cluster_1', 'Cluster_3')",1988,"[11.0, 12.0, 130.0, 349.0]","[-0.8308616452338501, -0.8236052116510217, 0.03265395112272773, 1.6218129057621442]"
"('Cluster_1', 'Cluster_3')",1989,"[12.0, 130.0, 349.0, 492.0]","[-1.2524164894875018, -0.6201805717996934, 0.5532064279768324, 1.3193906333103629]"
"('Cluster_1', 'Cluster_3')",1990,"[130.0, 349.0, 492.0, 632.0]","[-1.4587965673636485, -0.2788281527647971, 0.49165350608285474, 1.2459712140455907]"
"('Cluster_1', 'Cluster_3')",1991,"[349.0, 492.0, 632.0, 1752.0]","[-0.8236944769620544, -0.5660929237513955, -0.3138955989297714, 1.7036829996432215]"
"('Cluster_1', 'Cluster_3')",1992,"[492.0, 632.0, 1752.0, 2832.0]","[-0.9875123130053104, -0.8396495067799163, 0.3432529430232362, 1.4839088767619906]"
"('Cluster_1', 'Cluster_3')",1993,"[632.0, 1752.0, 2832.0, 2924.0]","[-1.5054662002645243, -0.3036685207946261, 0.8552078129799187, 0.9539269080792318]"
"('Cluster_1', 'Cluster_3')",1994,"[1752.0, 2832.0, 2924.0, 4050.0]","[-1.3987985755126717, -0.07070849942151966, 0.0424250996529118, 1.4270819752812796]"
"('Cluster_1', 'Cluster_3')",1995,"[2832.0, 2924.0, 4050.0, 4430.0]","[-1.046212123876761, -0.9138166419006096, 0.7065889309814163, 1.2534398347959543]"
"('Cluster_1', 'Cluster_3')",1996,"[2924.0, 4050.0, 4430.0, 4522.0]","[-1.6636064456958477, 0.10776079577320621, 0.7055579110114305, 0.8502877389112111]"
"('Cluster_1', 'Cluster_3')",1997,"[4050.0, 4430.0, 4522.0, 6283.0]","[-0.8944220879388002, -0.4537343817258419, -0.34704156864270463, 1.6951980383073466]"
"('Cluster_1', 'Cluster_3')",1998,"[4430.0, 4522.0, 6283.0, 3884.0]","[-0.3879597448512205, -0.2859088612877829, 1.667478159964538, -0.9936095538255346]"
"('Cluster_1', 'Cluster_3')",1999,"[4522.0, 6283.0, 3884.0, 4352.0]","[-0.26190758235254724, 1.6739549675859027, -0.9632592614330305, -0.4487881238003249]"
"('Cluster_1', 'Cluster_3')",2000,"[6283.0, 3884.0, 4352.0, 5965.0]","[1.1361471330767836, -1.2094784884819116, -0.7518908307539127, 0.8252221861590407]"
"('Cluster_1', 'Cluster_3')",2001,"[3884.0, 4352.0, 5965.0, 3335.0]","[-0.5095819426545259, -0.032613244329889664, 1.6112981026736113, -1.0691029156891956]"
"('Cluster_1', 'Cluster_3')",2002,"[4352.0, 5965.0, 3335.0, 9914.0]","[-0.6146741979441278, 0.029346251087296785, -1.020730488498969, 1.6060584353558]"
"('Cluster_1', 'Cluster_3')",2003,"[5965.0, 3335.0, 9914.0, 4639.0]","[0.0007104528503780006, -1.0669986880034172, 1.6038980563605063, -0.537609821207467]"
"('Cluster_1', 'Cluster_3')",2004,"[3335.0, 9914.0, 4639.0, 3321.0]","[-0.7243564274521901, 1.6980814610764456, -0.2442136995845292, -0.7295113340397263]"
"('Cluster_1', 'Cluster_3')",2005,"[9914.0, 4639.0, 3321.0, 3256.0]","[1.6963076633178276, -0.235684763326141, -0.7184081791207857, -0.7422147208709009]"
"('Cluster_1', 'Cluster_3')",2006,"[4639.0, 3321.0, 3256.0, 6216.0]","[0.23293852491965716, -0.8596343428529697, -0.9135169197916805, 1.540212737724993]"
"('Cluster_1', 'Cluster_3')",2007,"[3321.0, 3256.0, 6216.0, 1768.0]","[-0.1980916429105129, -0.23842353575055467, 1.5982288151190402, -1.1617136364579725]"
"('Cluster_1', 'Cluster_3')",2008,"[3256.0, 6216.0, 1768.0, 5629.0]","[-0.5350429537939885, 1.1125275463154585, -1.363281097092251, 0.7857965045707811]"
"('Cluster_1', 'Cluster_3')",2009,"[6216.0, 1768.0, 5629.0, 23216.0]","[-0.36185279629750444, -0.8999292653092219, -0.4328624382286821, 1.6946444998354084]"
"('Cluster_1', 'Cluster_3')",2010,"[1768.0, 5629.0, 23216.0, 12411.0]","[-1.104130042683312, -0.6298258487803005, 1.5306475669597315, 0.2033083245038809]"
"('Cluster_1', 'Cluster_3')",2011,"[5629.0, 23216.0, 12411.0, 26375.0]","[-1.3557066284500336, 0.7582521413206185, -0.5405097002312037, 1.137964187360619]"
"('Cluster_1', 'Cluster_3')",2012,"[23216.0, 12411.0, 26375.0, 46278.0]","[-0.31489569045354443, -1.1977311692679056, -0.056785808216194444, 1.5694126679376446]"
"('Cluster_1', 'Cluster_3')",2013,"[12411.0, 26375.0, 46278.0, 76318.0]","[-1.1637540431297753, -0.5820124168875235, 0.24714853893455732, 1.4986179210827415]"
"('Cluster_1', 'Cluster_3')",2014,"[26375.0, 46278.0, 76318.0, 136431.0]","[-1.0819757664897611, -0.6031692233619312, 0.11950316550205975, 1.5656418243496326]"
"('Cluster_1', 'Cluster_3')",2015,"[46278.0, 76318.0, 136431.0, 83913.0]","[-1.2149333196001042, -0.2899619096909086, 1.5609970238600726, -0.056101794569059726]"
"('Cluster_1', 'Cluster_3')",2016,"[76318.0, 136431.0, 83913.0, 157932.0]","[-1.0824031035157136, 0.6605817952035666, -0.8621850091638606, 1.2840063174760075]"
"('Cluster_1', 'Cluster_3')",2017,"[136431.0, 83913.0, 157932.0, 1251245.0]","[-0.555281963578152, -0.6629120757234979, -0.5112179276050173, 1.7294119669066672]"
"('Cluster_1', 'Cluster_3')",2018,"[83913.0, 157932.0, 1251245.0, 1047323.0]","[-1.0602465056165364, -0.9178666538335443, 1.1851844937423288, 0.792928665707752]"
"('Cluster_1', 'Cluster_3')",2019,"[157932.0, 1251245.0, 1047323.0, 3316533.0]","[-1.1108859857613471, -0.16595384129553878, -0.34220021608826195, 1.619040043145148]"
"('Cluster_1', 'Cluster_3')",2020,"[1251245.0, 1047323.0, 3316533.0, 2798508.0]","[-0.8747169769476254, -1.084037539992901, 1.245246769046682, 0.7135077478938446]"
"('Cluster_1', 'Cluster_3')",2021,"[1047323.0, 3316533.0, 2798508.0, 4493131.0]","[-1.5049025633869904, 0.3246431619908985, -0.09301339002010135, 1.2732727914161934]"
"('Cluster_1', 'Cluster_4')",1987,"[0.0, 6.0, 7.0, 126.0]","[-0.6587529762229474, -0.5450114551484816, -0.526054534969404, 1.729818966340833]"
"('Cluster_1', 'Cluster_4')",1988,"[6.0, 7.0, 126.0, 322.0]","[-0.8472127046644932, -0.8394578972991431, 0.08336417917751306, 1.6033064227861233]"
"('Cluster_1', 'Cluster_4')",1989,"[7.0, 126.0, 322.0, 651.0]","[-1.1057695670106278, -0.6175076802786623, 0.18668836845633976, 1.5365888788329505]"
"('Cluster_1', 'Cluster_4')",1990,"[126.0, 322.0, 651.0, 760.0]","[-1.3364433478360054, -0.5631801856932539, 0.7347972650463646, 1.1648262684828947]"
"('Cluster_1', 'Cluster_4')",1991,"[322.0, 651.0, 760.0, 1894.0]","[-0.9871610753529415, -0.4317510816956217, -0.24773986799152486, 1.666652025040088]"
"('Cluster_1', 'Cluster_4')",1992,"[651.0, 760.0, 1894.0, 3257.0]","[-0.9400682661687456, -0.8365135001127645, 0.2408360843595523, 1.5357456819219577]"
"('Cluster_1', 'Cluster_4')",1993,"[760.0, 1894.0, 3257.0, 3123.0]","[-1.4760278758647543, -0.35903380764277804, 0.9835260821160875, 0.8515356013914448]"
"('Cluster_1', 'Cluster_4')",1994,"[1894.0, 3257.0, 3123.0, 4753.0]","[-1.343778619855431, 0.0002465196514135812, -0.13188801350626592, 1.4754201137102834]"
"('Cluster_1', 'Cluster_4')",1995,"[3257.0, 3123.0, 4753.0, 4394.0]","[-0.8863060266893635, -1.0764060788324203, 1.2360050032062553, 0.7267071023155285]"
"('Cluster_1', 'Cluster_4')",1996,"[3123.0, 4753.0, 4394.0, 4983.0]","[-1.6564992921526034, 0.6120105555338016, 0.11238169950961792, 0.932107037109184]"
"('Cluster_1', 'Cluster_4')",1997,"[4753.0, 4394.0, 4983.0, 7040.0]","[-0.5235206807604603, -0.8718875471052339, -0.30033299480141334, 1.6957412226671076]"
"('Cluster_1', 'Cluster_4')",1998,"[4394.0, 4983.0, 7040.0, 9569.0]","[-1.0368711862960796, -0.746399305806952, 0.2680330510116144, 1.5152374410914171]"
"('Cluster_1', 'Cluster_4')",1999,"[4983.0, 7040.0, 9569.0, 14642.0]","[-1.1290369851353184, -0.5591856593045369, 0.1414239678350092, 1.546798676604846]"
"('Cluster_1', 'Cluster_4')",2000,"[7040.0, 9569.0, 14642.0, 21558.0]","[-1.1109680181686086, -0.6550244719073548, 0.25956691211136423, 1.5064255779645992]"
"('Cluster_1', 'Cluster_4')",2001,"[9569.0, 14642.0, 21558.0, 19637.0]","[-1.4557700419129287, -0.3669205877847625, 1.117503387131539, 0.7051872425661522]"
"('Cluster_1', 'Cluster_4')",2002,"[14642.0, 21558.0, 19637.0, 13627.0]","[-0.8201006818608835, 1.2620638980766605, 0.683718299745252, -1.1256815159610292]"
"('Cluster_1', 'Cluster_4')",2003,"[21558.0, 19637.0, 13627.0, 13783.0]","[1.2544227449532581, 0.7075920663227007, -1.0032108376698292, -0.9588039736061296]"
"('Cluster_1', 'Cluster_4')",2004,"[19637.0, 13627.0, 13783.0, 13091.0]","[1.724027436633847, -0.5272283795898185, -0.46879312046654203, -0.7280059365774866]"
"('Cluster_1', 'Cluster_4')",2005,"[13627.0, 13783.0, 13091.0, 18570.0]","[-0.5161336899655674, -0.4455513050130112, -0.7586475254435812, 1.7203325204221598]"
"('Cluster_1', 'Cluster_4')",2006,"[13783.0, 13091.0, 18570.0, 26040.0]","[-0.7912127346713643, -0.9251460058045796, 0.13528808745970736, 1.5810706530162366]"
"('Cluster_1', 'Cluster_4')",2007,"[13091.0, 18570.0, 26040.0, 12870.0]","[-0.849381647241438, 0.17302996263077353, 1.5669731503923032, -0.8906214657816386]"
"('Cluster_1', 'Cluster_4')",2008,"[18570.0, 26040.0, 12870.0, 23763.0]","[-0.3428139658881831, 1.1282877576130248, -1.4653413854272574, 0.6798675937024157]"
"('Cluster_1', 'Cluster_4')",2009,"[26040.0, 12870.0, 23763.0, 25300.0]","[0.7591035974304444, -1.7113713214943602, 0.33197592921542696, 0.6202917948484888]"
"('Cluster_1', 'Cluster_4')",2010,"[12870.0, 23763.0, 25300.0, 67890.0]","[-0.9321380185544691, -0.41371112981577735, -0.3405612052778751, 1.6864103536481214]"
"('Cluster_1', 'Cluster_4')",2011,"[23763.0, 25300.0, 67890.0, 22354.0]","[-0.5787240194222784, -0.4983264310953511, 1.7294766182500187, -0.6524261677323894]"
"('Cluster_1', 'Cluster_4')",2012,"[25300.0, 67890.0, 22354.0, 30892.0]","[-0.6173508704737151, 1.7076092120689963, -0.7781710724734997, -0.31208726912178164]"
"('Cluster_1', 'Cluster_4')",2013,"[67890.0, 22354.0, 30892.0, 20410.0]","[1.695041800106226, -0.679638569996597, -0.23438600060231768, -0.7810172295073113]"
"('Cluster_1', 'Cluster_4')",2014,"[22354.0, 30892.0, 20410.0, 45664.0]","[-0.7509204245778176, 0.10667168150102224, -0.9461838415627396, 1.590432584639535]"
"('Cluster_1', 'Cluster_4')",2015,"[30892.0, 20410.0, 45664.0, 33820.0]","[-0.20061377191088073, -1.365941318139671, 1.4416509211717075, 0.12490416887884428]"
"('Cluster_1', 'Cluster_4')",2016,"[20410.0, 45664.0, 33820.0, 72000.0]","[-1.1880980201096354, 0.14167029596937417, -0.4819844096471535, 1.5284121337874148]"
"('Cluster_1', 'Cluster_4')",2017,"[45664.0, 33820.0, 72000.0, 135125.0]","[-0.663558548228581, -0.9659716558914406, 0.008879108256480873, 1.6206510958635407]"
"('Cluster_1', 'Cluster_4')",2018,"[33820.0, 72000.0, 135125.0, 167839.0]","[-1.3050424546152772, -0.5763288574874651, 0.6284916196915067, 1.2528796924112355]"
"('Cluster_1', 'Cluster_4')",2019,"[72000.0, 135125.0, 167839.0, 350795.0]","[-1.0556743570218199, -0.44675991974466617, -0.13119513715322373, 1.6336294139197096]"
"('Cluster_1', 'Cluster_4')",2020,"[135125.0, 167839.0, 350795.0, 456428.0]","[-1.079049009333178, -0.8311935427957595, 0.5549605421776446, 1.3552820099512928]"
"('Cluster_1', 'Cluster_4')",2021,"[167839.0, 350795.0, 456428.0, 736769.0]","[-1.2625383537017478, -0.37452483280078636, 0.13818604988866504, 1.4988771366138691]"
"('Cluster_1', 'Cluster_5')",1987,"[0.0, 10.0, 16.0, 125.0]","[-0.7446197522850392, -0.5473694867790685, -0.42901932747548616, 1.7210085665395938]"
"('Cluster_1', 'Cluster_5')",1988,"[10.0, 16.0, 125.0, 498.0]","[-0.7643982796786161, -0.7342742095434982, -0.18702026875552347, 1.6856927579776377]"
"('Cluster_1', 'Cluster_5')",1989,"[16.0, 125.0, 498.0, 1025.0]","[-1.0141331326829437, -0.7377818540268415, 0.20789729220000344, 1.5440176945097817]"
"('Cluster_1', 'Cluster_5')",1990,"[125.0, 498.0, 1025.0, 1005.0]","[-1.4325641572999184, -0.43981649232477754, 0.9628055437124858, 0.9095751059122101]"
"('Cluster_1', 'Cluster_5')",1991,"[498.0, 1025.0, 1005.0, 2794.0]","[-0.9558601461437527, -0.3507690986749747, -0.3737327057895393, 1.6803619506082668]"
"('Cluster_1', 'Cluster_5')",1992,"[1025.0, 1005.0, 2794.0, 5326.0]","[-0.8563621527213555, -0.8676859497821338, 0.14522769730448112, 1.5788204051990082]"
"('Cluster_1', 'Cluster_5')",1993,"[1005.0, 2794.0, 5326.0, 5111.0]","[-1.4367864693557537, -0.4303608649401533, 0.9940492135284326, 0.8730981207674745]"
"('Cluster_1', 'Cluster_5')",1994,"[2794.0, 5326.0, 5111.0, 9574.0]","[-1.188378571589414, -0.15338861776212145, -0.24127283580037892, 1.5830400251519143]"
"('Cluster_1', 'Cluster_5')",1995,"[5326.0, 5111.0, 9574.0, 9801.0]","[-0.9507281647323667, -1.0468290370489903, 0.9480462799235306, 1.0495109218578265]"
"('Cluster_1', 'Cluster_5')",1996,"[5111.0, 9574.0, 9801.0, 11355.0]","[-1.6551091250321122, 0.2639015978407375, 0.3615075655960897, 1.0296999615952849]"
"('Cluster_1', 'Cluster_5')",1997,"[9574.0, 9801.0, 11355.0, 18341.0]","[-0.7539676897291114, -0.6904314797732847, -0.2554743420140126, 1.6998735115164088]"
"('Cluster_1', 'Cluster_5')",1998,"[9801.0, 11355.0, 18341.0, 6232.0]","[-0.3707377488968499, -0.01755677615465542, 1.5701666959025973, -1.181872170851092]"
"('Cluster_1', 'Cluster_5')",1999,"[11355.0, 18341.0, 6232.0, 6911.0]","[0.13372298041782127, 1.5815164576729928, -0.9279784200943808, -0.7872610179964332]"
"('Cluster_1', 'Cluster_5')",2000,"[18341.0, 6232.0, 6911.0, 14739.0]","[1.3175322526319935, -1.0337441258538116, -0.9018986670222102, 0.6181105402440283]"
"('Cluster_1', 'Cluster_5')",2001,"[6232.0, 6911.0, 14739.0, 9949.0]","[-0.9614729887579573, -0.7590889976344501, 1.5741391062165269, 0.14642288017588048]"
"('Cluster_1', 'Cluster_5')",2002,"[6911.0, 14739.0, 9949.0, 10767.0]","[-1.3180111500731246, 1.4852469080093151, -0.23008345711777817, 0.06284769918158765]"
"('Cluster_1', 'Cluster_5')",2003,"[14739.0, 9949.0, 10767.0, 14892.0]","[0.957369719193441, -1.1733311542815654, -0.8094661616923055, 1.0254275967804298]"
"('Cluster_1', 'Cluster_5')",2004,"[9949.0, 10767.0, 14892.0, 12973.0]","[-1.1359237005426301, -0.7128454594298828, 1.4206481158636173, 0.4281210441088957]"
"('Cluster_1', 'Cluster_5')",2005,"[10767.0, 14892.0, 12973.0, 21691.0]","[-1.0557351826554702, -0.046194150269769925, -0.5158448753965963, 1.6177742083218365]"
"('Cluster_1', 'Cluster_5')",2006,"[14892.0, 12973.0, 21691.0, 18595.0]","[-0.6382924816903293, -1.2091340393572252, 1.3841941001633578, 0.4632324208841968]"
"('Cluster_1', 'Cluster_5')",2007,"[12973.0, 21691.0, 18595.0, 10051.0]","[-0.6245564726557954, 1.2829171054185518, 0.6055211203625551, -1.2638817531253115]"
"('Cluster_1', 'Cluster_5')",2008,"[21691.0, 18595.0, 10051.0, 34623.0]","[0.05110683903093364, -0.29972857923906754, -1.267925547488063, 1.516547287696197]"
"('Cluster_1', 'Cluster_5')",2009,"[18595.0, 10051.0, 34623.0, 41475.0]","[-0.6083037871218295, -1.292976103966634, 0.6760978859105355, 1.225182005177928]"
"('Cluster_1', 'Cluster_5')",2010,"[10051.0, 34623.0, 41475.0, 106227.0]","[-1.0704670816445279, -0.37905165357183807, -0.18624770952356887, 1.635766444739935]"
"('Cluster_1', 'Cluster_5')",2011,"[34623.0, 41475.0, 106227.0, 95353.0]","[-1.0977537666452548, -0.8815880945502658, 1.1611964354402085, 0.818145425755312]"
"('Cluster_1', 'Cluster_5')",2012,"[41475.0, 106227.0, 95353.0, 130286.0]","[-1.5956788524383492, 0.3966639737741736, 0.062083792586952034, 1.1369310860772235]"
"('Cluster_1', 'Cluster_5')",2013,"[106227.0, 95353.0, 130286.0, 147305.0]","[-0.6682629085297422, -1.2039274215387845, 0.5169083732878549, 1.355281956780672]"
"('Cluster_1', 'Cluster_5')",2014,"[95353.0, 130286.0, 147305.0, 424942.0]","[-0.7916807553255605, -0.5260624086745062, -0.3966558692517742, 1.7143990332518408]"
"('Cluster_1', 'Cluster_5')",2015,"[130286.0, 147305.0, 424942.0, 363858.0]","[-1.050542136981185, -0.9193782671806521, 1.220344590790471, 0.7495758133713659]"
"('Cluster_1', 'Cluster_5')",2016,"[147305.0, 424942.0, 363858.0, 829659.0]","[-1.192093658996067, -0.06686822857377576, -0.3144334673276711, 1.5733953548975137]"
"('Cluster_1', 'Cluster_5')",2017,"[424942.0, 363858.0, 829659.0, 1371873.0]","[-0.8017214928084497, -0.9535073962327242, 0.20394833032301016, 1.5512805587181637]"
"('Cluster_1', 'Cluster_5')",2018,"[363858.0, 829659.0, 1371873.0, 1706275.0]","[-1.3726417956984414, -0.4645096616340657, 0.5925983242645935, 1.2445531330679136]"
"('Cluster_1', 'Cluster_5')",2019,"[829659.0, 1371873.0, 1706275.0, 352687.0]","[-0.45565197290857185, 0.5935969747614521, 1.2407048447145543, -1.3786498465674346]"
"('Cluster_1', 'Cluster_5')",2020,"[1371873.0, 1706275.0, 352687.0, 849459.0]","[0.5865025331391345, 1.236363185946024, -1.3941341834224965, -0.4287315356626621]"
"('Cluster_1', 'Cluster_5')",2021,"[1706275.0, 352687.0, 849459.0, 4960437.0]","[-0.14539588070995485, -0.8996171441768748, -0.6228150408079112, 1.6678280656947408]"
"('Cluster_1', 'Cluster_6')",1987,"[1.0, 10.0, 5.0, 82.0]","[-0.7046389650219445, -0.4347772337369445, -0.5847004177841667, 1.7241166165430557]"
"('Cluster_1', 'Cluster_6')",1988,"[10.0, 5.0, 82.0, 414.0]","[-0.7006795440620875, -0.7304323909437049, -0.2722385489667984, 1.7033504839725908]"
"('Cluster_1', 'Cluster_6')",1989,"[5.0, 82.0, 414.0, 770.0]","[-1.0322502487107776, -0.778107101945854, 0.3176789334561546, 1.492678417200477]"
"('Cluster_1', 'Cluster_6')",1990,"[82.0, 414.0, 770.0, 651.0]","[-1.5120344330743454, -0.24835807868622037, 1.10666837360948, 0.6537241381510858]"
"('Cluster_1', 'Cluster_6')",1991,"[414.0, 770.0, 651.0, 1593.0]","[-0.9981237554315594, -0.19601978944141235, -0.46413881178081545, 1.6582823566537872]"
"('Cluster_1', 'Cluster_6')",1992,"[770.0, 651.0, 1593.0, 2075.0]","[-0.8533899004693942, -1.0555868106851392, 0.5449971340479008, 1.3639795771066325]"
"('Cluster_1', 'Cluster_6')",1993,"[651.0, 1593.0, 2075.0, 2343.0]","[-1.5742580487225026, -0.11250242339318033, 0.6354447224759634, 1.0513157496397196]"
"('Cluster_1', 'Cluster_6')",1994,"[1593.0, 2075.0, 2343.0, 3696.0]","[-1.0681913587674385, -0.4506582434140288, -0.10729958176524496, 1.6261491839467124]"
"('Cluster_1', 'Cluster_6')",1995,"[2075.0, 2343.0, 3696.0, 3564.0]","[-1.1756796648952397, -0.8025806119740743, 1.0810127410197201, 0.8972475358495939]"
"('Cluster_1', 'Cluster_6')",1996,"[2343.0, 3696.0, 3564.0, 3759.0]","[-1.719264854156657, 0.6127304818573349, 0.38521874175840887, 0.7213156305409132]"
"('Cluster_1', 'Cluster_6')",1997,"[3696.0, 3564.0, 3759.0, 5724.0]","[-0.549729714781514, -0.6978957634821977, -0.479014100628915, 1.7266395788926265]"
"('Cluster_1', 'Cluster_6')",1998,"[3564.0, 3759.0, 5724.0, 3166.0]","[-0.49519289425240853, -0.29782423941496416, 1.6910445131777447, -0.8980273795103719]"
"('Cluster_1', 'Cluster_6')",1999,"[3759.0, 5724.0, 3166.0, 3791.0]","[-0.3639165374007162, 1.6733939924921823, -0.9787384937500745, -0.3307389613413917]"
"('Cluster_1', 'Cluster_6')",2000,"[5724.0, 3166.0, 3791.0, 6118.0]","[0.8201393279825101, -1.2281070971864045, -0.7276559573386439, 1.1356237265425384]"
"('Cluster_1', 'Cluster_6')",2001,"[3166.0, 3791.0, 6118.0, 3241.0]","[-0.7597605332811342, -0.2396615920974443, 1.69677078571767, -0.6973486603390915]"
"('Cluster_1', 'Cluster_6')",2002,"[3791.0, 6118.0, 3241.0, 4551.0]","[-0.5859927736632936, 1.5639562753150025, -1.0941457504308325, 0.11618224877912364]"
"('Cluster_1', 'Cluster_6')",2003,"[6118.0, 3241.0, 4551.0, 4751.0]","[1.4246453005814614, -1.3966966576170343, -0.11203973539248459, 0.08409109242805736]"
"('Cluster_1', 'Cluster_6')",2004,"[3241.0, 4551.0, 4751.0, 6138.0]","[-1.3918610686135329, -0.11613044074316166, 0.078637594046208, 1.4293539153104866]"
"('Cluster_1', 'Cluster_6')",2005,"[4551.0, 4751.0, 6138.0, 7743.0]","[-0.9727413037622593, -0.8164462559595264, 0.2674599005524268, 1.521727659169359]"
"('Cluster_1', 'Cluster_6')",2006,"[4751.0, 6138.0, 7743.0, 14013.0]","[-0.9632047281305363, -0.5714548687603863, -0.11813221245967209, 1.6527918093505947]"
