cluster_pair,start_year,weights,normalized_weights
"('Cluster_5', 'Cluster_8')",2001,"[5167.0, 4794.0, 7620.0, 9187.0]","[-0.8454549418095845, -1.0522449046259617, 0.5144801219667504, 1.3832197244687956]"
"('Cluster_5', 'Cluster_8')",2002,"[4794.0, 7620.0, 9187.0, 11616.0]","[-1.4172857213655043, -0.27627028127465175, 0.3564159163978061, 1.3371400862423501]"
"('Cluster_5', 'Cluster_8')",2003,"[7620.0, 9187.0, 11616.0, 28700.0]","[-0.7886445037986629, -0.6031089503771256, -0.31551108231017333, 1.7072645364859618]"
"('Cluster_5', 'Cluster_8')",2004,"[9187.0, 11616.0, 28700.0, 29241.0]","[-1.1257660417514754, -0.8653140258057345, 0.9665353938801599, 1.0245446736770498]"
"('Cluster_5', 'Cluster_8')",2005,"[11616.0, 28700.0, 29241.0, 47139.0]","[-1.3976648829546423, -0.037731698059032946, 0.005333383480918158, 1.430063197532757]"
"('Cluster_5', 'Cluster_8')",2006,"[28700.0, 29241.0, 47139.0, 42568.0]","[-1.0130110087253195, -0.9462746526950713, 1.2615761795218998, 0.6977094818984908]"
"('Cluster_5', 'Cluster_8')",2007,"[29241.0, 47139.0, 42568.0, 51543.0]","[-1.6021693795267933, 0.5407213152456054, -0.006555104790411713, 1.0680031690715996]"
"('Cluster_5', 'Cluster_8')",2008,"[47139.0, 42568.0, 51543.0, 36841.0]","[0.47974513128311447, -0.3584450245105277, 1.287312282041198, -1.4086123888137847]"
"('Cluster_5', 'Cluster_8')",2009,"[42568.0, 51543.0, 36841.0, 39747.0]","[-0.019388142782307206, 1.6106688265030058, -1.0595370300354534, -0.5317436536852451]"
"('Cluster_5', 'Cluster_8')",2010,"[51543.0, 36841.0, 39747.0, 40054.0]","[1.6884712191262632, -0.9254655343519606, -0.40879431916982767, -0.35421136560447497]"
"('Cluster_5', 'Cluster_8')",2011,"[36841.0, 39747.0, 40054.0, 96450.0]","[-0.6583396485999327, -0.5419122496934451, -0.529612452217777, 1.7298643505111546]"
"('Cluster_5', 'Cluster_8')",2012,"[39747.0, 40054.0, 96450.0, 77839.0]","[-0.9695754052559077, -0.9570558094781716, 1.3427980129361696, 0.5838332017979097]"
"('Cluster_5', 'Cluster_8')",2013,"[40054.0, 96450.0, 77839.0, 149113.0]","[-1.293137393768111, 0.1421662169177065, -0.33149211875279755, 1.482463295603202]"
"('Cluster_5', 'Cluster_8')",2014,"[96450.0, 77839.0, 149113.0, 138803.0]","[-0.6500158144425425, -1.2833484142771165, 1.1421068391004254, 0.7912573896192336]"
"('Cluster_5', 'Cluster_8')",2015,"[77839.0, 149113.0, 138803.0, 360783.0]","[-0.9704342154446847, -0.3040591965700277, -0.40045236160352815, 1.6749457736182405]"
"('Cluster_5', 'Cluster_8')",2016,"[149113.0, 138803.0, 360783.0, 530927.0]","[-0.8970021021766968, -0.9604349141569412, 0.40530859732459384, 1.4521284190090442]"
"('Cluster_5', 'Cluster_8')",2017,"[138803.0, 360783.0, 530927.0, 978158.0]","[-1.1798156889332707, -0.4590647447940623, 0.09337893769815087, 1.545501496029182]"
"('Cluster_5', 'Cluster_8')",2018,"[360783.0, 530927.0, 978158.0, 1382885.0]","[-1.1344649082851592, -0.7078067354295831, 0.41368306911463926, 1.428588574600103]"
"('Cluster_5', 'Cluster_8')",2019,"[530927.0, 978158.0, 1382885.0, 163753.0]","[-0.5073993546142799, 0.4665108110525774, 1.3478623712526756, -1.3069738276909733]"
"('Cluster_5', 'Cluster_8')",2020,"[978158.0, 1382885.0, 163753.0, 349928.0]","[0.5317589514521309, 1.3611858568979571, -1.1372411867388175, -0.7557036216112706]"
"('Cluster_5', 'Cluster_8')",2021,"[1382885.0, 163753.0, 349928.0, 1257729.0]","[1.105456909571268, -1.1622065295432351, -0.8159091304288302, 0.872658750400797]"
"('Cluster_5', 'Cluster_9')",1987,"[0.0, 10.0, 5.0, 65.0]","[-0.7627700713964738, -0.3813850356982369, -0.5720775535473553, 1.7162326606420661]"
"('Cluster_5', 'Cluster_9')",1988,"[10.0, 5.0, 65.0, 813.0]","[-0.6248074967499574, -0.6394571449738721, -0.4636613662868969, 1.7279260080107264]"
"('Cluster_5', 'Cluster_9')",1989,"[5.0, 65.0, 813.0, 1442.0]","[-0.9764226046702458, -0.8747560427956865, 0.39268709524048495, 1.4584915522254474]"
"('Cluster_5', 'Cluster_9')",1990,"[65.0, 813.0, 1442.0, 2814.0]","[-1.207432533149058, -0.4662265136205432, 0.15706036643752624, 1.5165986803320752]"
"('Cluster_5', 'Cluster_9')",1991,"[813.0, 1442.0, 2814.0, 3793.0]","[-1.2057389472684013, -0.6649832981904517, 0.5145345881926119, 1.356187657266241]"
"('Cluster_5', 'Cluster_9')",1992,"[1442.0, 2814.0, 3793.0, 6067.0]","[-1.2374302816748932, -0.42393993837927585, 0.1565316695554249, 1.5048385504987443]"
"('Cluster_5', 'Cluster_9')",1993,"[2814.0, 3793.0, 6067.0, 8290.0]","[-1.1451900855021104, -0.6832448470568834, 0.38975154949515584, 1.438683383063838]"
"('Cluster_5', 'Cluster_9')",1994,"[3793.0, 6067.0, 8290.0, 9957.0]","[-1.3928610091314035, -0.41338951790146566, 0.5441149346069565, 1.2621355924259128]"
"('Cluster_5', 'Cluster_9')",1995,"[6067.0, 8290.0, 9957.0, 14861.0]","[-1.1521096966250812, -0.46487823339369855, 0.05046807754049628, 1.5665198524782835]"
"('Cluster_5', 'Cluster_9')",1996,"[8290.0, 9957.0, 14861.0, 18861.0]","[-1.1300551479243477, -0.7294380111090173, 0.4491021442253442, 1.4103910148080208]"
"('Cluster_5', 'Cluster_9')",1997,"[9957.0, 14861.0, 18861.0, 19365.0]","[-1.536234373973644, -0.23821690843836657, 0.8205249068432626, 0.9539263755687479]"
"('Cluster_5', 'Cluster_9')",1998,"[14861.0, 18861.0, 19365.0, 18258.0]","[-1.6886594042965368, 0.581616242182296, 0.8676709736386289, 0.23937218847561192]"
"('Cluster_5', 'Cluster_9')",1999,"[18861.0, 19365.0, 18258.0, 17466.0]","[0.527465431196573, 1.2392260130521895, -0.3241052649521111, -1.4425861792966514]"
"('Cluster_5', 'Cluster_9')",2000,"[19365.0, 18258.0, 17466.0, 20647.0]","[0.36003875411036423, -0.5647011549387615, -1.2263036914942336, 1.430966092322631]"
"('Cluster_5', 'Cluster_9')",2001,"[18258.0, 17466.0, 20647.0, 17659.0]","[-0.19656663657197948, -0.8205376833255176, 1.685588452688377, -0.6684841327908801]"
"('Cluster_5', 'Cluster_9')",2002,"[17466.0, 20647.0, 17659.0, 21593.0]","[-1.0353590741002563, 0.7209279354786879, -0.928800321239918, 1.2432314598614862]"
"('Cluster_5', 'Cluster_9')",2003,"[20647.0, 17659.0, 21593.0, 27191.0]","[-0.3263347323762868, -1.1926947326786814, -0.05204538823771078, 1.5710748532926788]"
"('Cluster_5', 'Cluster_9')",2004,"[17659.0, 21593.0, 27191.0, 24901.0]","[-1.4417225390996746, -0.3461582221558616, 1.2128069649949937, 0.5750737962605424]"
"('Cluster_5', 'Cluster_9')",2005,"[21593.0, 27191.0, 24901.0, 36900.0]","[-1.0617393416921943, -0.07985079672991723, -0.48151652877057716, 1.6231066671926886]"
"('Cluster_5', 'Cluster_9')",2006,"[27191.0, 24901.0, 36900.0, 21562.0]","[-0.07837819098301703, -0.4794643526614729, 1.6221220464563402, -1.0642795028118504]"
"('Cluster_5', 'Cluster_9')",2007,"[24901.0, 36900.0, 21562.0, 41445.0]","[-0.7669070887392717, 0.6935147741051214, -1.173303338429865, 1.2466956530640152]"
"('Cluster_5', 'Cluster_9')",2008,"[36900.0, 21562.0, 41445.0, 65098.0]","[-0.2786594746566834, -1.260924116376697, 0.012407991546045943, 1.5271755994873346]"
"('Cluster_5', 'Cluster_9')",2009,"[21562.0, 41445.0, 65098.0, 52193.0]","[-1.4741274133863629, -0.22755323538057645, 1.2553828925865747, 0.44629775618036466]"
"('Cluster_5', 'Cluster_9')",2010,"[41445.0, 65098.0, 52193.0, 72328.0]","[-1.3753989551430172, 0.6178803467378593, -0.4696463682992485, 1.2271649767044064]"
"('Cluster_5', 'Cluster_9')",2011,"[65098.0, 52193.0, 72328.0, 96102.0]","[-0.39660496456264466, -1.204878021956293, 0.05622837173771002, 1.5452546147812276]"
"('Cluster_5', 'Cluster_9')",2012,"[52193.0, 72328.0, 96102.0, 166433.0]","[-1.0336112030194446, -0.5666761651518509, -0.01535192426463109, 1.6156392924359266]"
"('Cluster_5', 'Cluster_9')",2013,"[72328.0, 96102.0, 166433.0, 239552.0]","[-1.0912713878306648, -0.7272782208098165, 0.34952851889504083, 1.4690210897454405]"
"('Cluster_5', 'Cluster_9')",2014,"[96102.0, 166433.0, 239552.0, 379284.0]","[-1.1849480935677914, -0.5141650826095, 0.1832085218929143, 1.515904654284377]"
"('Cluster_5', 'Cluster_9')",2015,"[166433.0, 239552.0, 379284.0, 1057682.0]","[-0.8336579621941662, -0.62653851700113, -0.23072875051480843, 1.6909252297101047]"
"('Cluster_5', 'Cluster_9')",2016,"[239552.0, 379284.0, 1057682.0, 1604722.0]","[-1.0588014321297994, -0.8040508445970214, 0.43276168997674547, 1.4300905867500753]"
"('Cluster_5', 'Cluster_9')",2017,"[379284.0, 1057682.0, 1604722.0, 785105.0]","[-1.296836700307816, 0.2268032580330489, 1.4554212710737517, -0.3853878287989847]"
"('Cluster_5', 'Cluster_9')",2018,"[1057682.0, 1604722.0, 785105.0, 3006562.0]","[-0.6487957681144054, -0.010266783626983838, -0.9669595495648076, 1.6260221013061968]"
"('Cluster_5', 'Cluster_9')",2019,"[1604722.0, 785105.0, 3006562.0, 85283.0]","[0.21555669452924114, -0.5384805020187181, 1.5052316324682922, -1.1823078249788153]"
"('Cluster_5', 'Cluster_9')",2020,"[785105.0, 3006562.0, 85283.0, 117389.0]","[-0.17901948793754785, 1.6838461684784882, -0.7658750378781424, -0.738951642662798]"
"('Cluster_5', 'Cluster_9')",2021,"[3006562.0, 85283.0, 117389.0, 556384.0]","[1.7113266122014812, -0.7094391135919901, -0.6828339504451886, -0.3190535481643024]"
"('Cluster_6', 'Cluster_7')",1987,"[0.0, 6.0, 2.0, 100.0]","[-0.6397816865157195, -0.4976079784011152, -0.5923904504775181, 1.7297801153943528]"
"('Cluster_6', 'Cluster_7')",1988,"[6.0, 2.0, 100.0, 220.0]","[-0.8558254673326363, -0.9008689129817224, 0.20269550542088757, 1.5539988748934712]"
"('Cluster_6', 'Cluster_7')",1989,"[2.0, 100.0, 220.0, 969.0]","[-0.8418267287933704, -0.5846201210872121, -0.2696732545082426, 1.696120104388825]"
"('Cluster_6', 'Cluster_7')",1990,"[100.0, 220.0, 969.0, 876.0]","[-1.1460741766537346, -0.8343939473088096, 1.1110101508524306, 0.8694579731101136]"
"('Cluster_6', 'Cluster_7')",1991,"[220.0, 969.0, 876.0, 1000.0]","[-1.7142011300154085, 0.6362549732002272, 0.3444092888223178, 0.7335368679928637]"
"('Cluster_6', 'Cluster_7')",1992,"[969.0, 876.0, 1000.0, 953.0]","[0.42692485198107794, -1.6091782882363708, 1.1056258987202274, 0.07662753753506527]"
"('Cluster_6', 'Cluster_7')",1993,"[876.0, 1000.0, 953.0, 1321.0]","[-0.9524708955918312, -0.22116197266064191, -0.49835164506197976, 1.6719845133144529]"
"('Cluster_6', 'Cluster_7')",1994,"[1000.0, 953.0, 1321.0, 1252.0]","[-0.8334101485909948, -1.1312829773649626, 1.2009978947375934, 0.7636952312183641]"
"('Cluster_6', 'Cluster_7')",1995,"[953.0, 1321.0, 1252.0, 1100.0]","[-1.4319539262109184, 1.1575254096397842, 0.6719980341677775, -0.3975695175966432]"
"('Cluster_6', 'Cluster_7')",1996,"[1321.0, 1252.0, 1100.0, 1160.0]","[1.3317167805091106, 0.5167415445434465, -1.2785662216417846, -0.5698921034107723]"
"('Cluster_6', 'Cluster_7')",1997,"[1252.0, 1100.0, 1160.0, 1222.0]","[1.1705127112935607, -1.4268293634016398, -0.40156275496932375, 0.6578794070774028]"
"('Cluster_6', 'Cluster_7')",1998,"[1100.0, 1160.0, 1222.0, 1769.0]","[-0.7970418668649194, -0.5722592017091255, -0.33998378104813837, 1.7092848496221833]"
"('Cluster_6', 'Cluster_7')",1999,"[1160.0, 1222.0, 1769.0, 1636.0]","[-1.098830908719388, -0.8612458473746555, 1.2348675164248397, 0.7252092396692038]"
"('Cluster_6', 'Cluster_7')",2000,"[1222.0, 1769.0, 1636.0, 2305.0]","[-1.3204861774534644, 0.09302838040768047, -0.25065980276513905, 1.4781175998109228]"
"('Cluster_6', 'Cluster_7')",2001,"[1769.0, 1636.0, 2305.0, 2394.0]","[-0.7825570381731394, -1.1875379178502894, 0.8495463566159762, 1.1205485994074524]"
"('Cluster_6', 'Cluster_7')",2002,"[1636.0, 2305.0, 2394.0, 3973.0]","[-1.0972744372041794, -0.3171717820611443, -0.21339130925437283, 1.6278375285196964]"
"('Cluster_6', 'Cluster_7')",2003,"[2305.0, 2394.0, 3973.0, 5301.0]","[-0.960768100062513, -0.8888065087260403, 0.38790531959182883, 1.4616692891967245]"
"('Cluster_6', 'Cluster_7')",2004,"[2394.0, 3973.0, 5301.0, 10352.0]","[-1.043390483295102, -0.5138136356181601, -0.06841904808492472, 1.6256231669981867]"
"('Cluster_6', 'Cluster_7')",2005,"[3973.0, 5301.0, 10352.0, 9016.0]","[-1.221308091754754, -0.712477614625244, 1.2228407136738189, 0.7109449927061792]"
"('Cluster_6', 'Cluster_7')",2006,"[5301.0, 10352.0, 9016.0, 13097.0]","[-1.47507439583419, 0.32437030247724435, -0.15158656090507136, 1.3022906542620172]"
"('Cluster_6', 'Cluster_7')",2007,"[10352.0, 9016.0, 13097.0, 16412.0]","[-0.6591739477924244, -1.1308067737400367, 0.3098620606104167, 1.4801186609220445]"
"('Cluster_6', 'Cluster_7')",2008,"[9016.0, 13097.0, 16412.0, 13554.0]","[-1.5179238423764136, 0.029287447224121875, 1.2860885805310993, 0.2025478146211924]"
"('Cluster_6', 'Cluster_7')",2009,"[13097.0, 16412.0, 13554.0, 17466.0]","[-1.099041264401942, 0.6910689390091563, -0.852259857777848, 1.2602321831706338]"
"('Cluster_6', 'Cluster_7')",2010,"[16412.0, 13554.0, 17466.0, 27392.0]","[-0.43987517011698407, -0.9878975049881003, -0.2377703622253968, 1.6655430373304811]"
"('Cluster_6', 'Cluster_7')",2011,"[13554.0, 17466.0, 27392.0, 26900.0]","[-1.2994196487073104, -0.6455310886683345, 1.0135941278313778, 0.9313566095442672]"
"('Cluster_6', 'Cluster_7')",2012,"[17466.0, 27392.0, 26900.0, 25749.0]","[-1.7130281030609422, 0.7474164146806795, 0.6254600674381974, 0.3401516209420653]"
"('Cluster_6', 'Cluster_7')",2013,"[27392.0, 26900.0, 25749.0, 51930.0]","[-0.511499293429994, -0.5564321421319638, -0.6615494365546613, 1.729480872116619]"
"('Cluster_6', 'Cluster_7')",2014,"[26900.0, 25749.0, 51930.0, 101103.0]","[-0.8030996926707554, -0.8407974454190289, 0.016687232862941208, 1.6272099052268432]"
"('Cluster_6', 'Cluster_7')",2015,"[25749.0, 51930.0, 101103.0, 130026.0]","[-1.2621309139031827, -0.619916670673454, 0.586286338468116, 1.2957612461085208]"
"('Cluster_6', 'Cluster_7')",2016,"[51930.0, 101103.0, 130026.0, 157788.0]","[-1.4880780671125506, -0.23256904766606093, 0.505907095124715, 1.2147400196538967]"
"('Cluster_6', 'Cluster_7')",2017,"[101103.0, 130026.0, 157788.0, 198362.0]","[-1.2742237597032755, -0.4680777890929885, 0.30570862435246277, 1.4365929244438014]"
"('Cluster_6', 'Cluster_7')",2018,"[130026.0, 157788.0, 198362.0, 222176.0]","[-1.3215241587277056, -0.5419535137360231, 0.5973844067989718, 1.266093265664757]"
"('Cluster_6', 'Cluster_7')",2019,"[157788.0, 198362.0, 222176.0, 488903.0]","[-0.836826328717789, -0.525382327209839, -0.34258725026622194, 1.70479590619385]"
"('Cluster_6', 'Cluster_7')",2020,"[198362.0, 222176.0, 488903.0, 228535.0]","[-0.726543864615231, -0.5256671220346906, 1.724238434288473, -0.4720274476385514]"
"('Cluster_6', 'Cluster_7')",2021,"[222176.0, 488903.0, 228535.0, 897371.0]","[-0.8624118198563252, 0.10788503297450469, -0.8392791123045916, 1.5938058991864121]"
"('Cluster_6', 'Cluster_8')",1987,"[0.0, 6.0, 2.0, 27.0]","[-0.8135136323613866, -0.25567571302786435, -0.6275676592502125, 1.6967570046394636]"
"('Cluster_6', 'Cluster_8')",1988,"[6.0, 2.0, 27.0, 1072.0]","[-0.5895661716333103, -0.5982762905124728, -0.5438380475177073, 1.7316805096634902]"
"('Cluster_6', 'Cluster_8')",1989,"[2.0, 27.0, 1072.0, 1532.0]","[-0.9882765495403167, -0.950627919081638, 0.623084834091133, 1.3158196345308217]"
"('Cluster_6', 'Cluster_8')",1990,"[27.0, 1072.0, 1532.0, 1651.0]","[-1.6302414036937014, 0.002343423196493102, 0.7209932034543778, 0.9069047770428306]"
"('Cluster_6', 'Cluster_8')",1991,"[1072.0, 1532.0, 1651.0, 1768.0]","[-1.6432377929875868, 0.09944666758714502, 0.5502715606488691, 0.9935195647515725]"
"('Cluster_6', 'Cluster_8')",1992,"[1532.0, 1651.0, 1768.0, 1368.0]","[-0.32260429964969706, 0.48137290785426, 1.2718378933833607, -1.4306065015879237]"
"('Cluster_6', 'Cluster_8')",1993,"[1651.0, 1768.0, 1368.0, 1825.0]","[-0.011357496556678193, 0.6530560520089961, -1.6184432593266425, 0.9767447038743247]"
"('Cluster_6', 'Cluster_8')",1994,"[1768.0, 1368.0, 1825.0, 1545.0]","[0.7763220449626896, -1.4182279054618747, 1.0890454128981901, -0.447139552399005]"
"('Cluster_6', 'Cluster_8')",1995,"[1368.0, 1825.0, 1545.0, 1777.0]","[-1.4167390790049403, 1.0662897190976781, -0.45504083553849956, 0.805490195445762]"
"('Cluster_6', 'Cluster_8')",1996,"[1825.0, 1545.0, 1777.0, 2226.0]","[-0.07447851332471654, -1.2171625533751622, -0.27036720590479296, 1.5620082726046718]"
"('Cluster_6', 'Cluster_8')",1997,"[1545.0, 1777.0, 2226.0, 2423.0]","[-1.2838148934968237, -0.6186109732483299, 0.6687879930946602, 1.2336378736504934]"
"('Cluster_6', 'Cluster_8')",1998,"[1777.0, 2226.0, 2423.0, 2671.0]","[-1.5181476714842195, -0.14731146334663367, 0.45414673933288613, 1.211312395497967]"
"('Cluster_6', 'Cluster_8')",1999,"[2226.0, 2423.0, 2671.0, 2592.0]","[-1.4748826202637038, -0.32189898458136396, 1.129572800440059, 0.6672088044050088]"
"('Cluster_6', 'Cluster_8')",2000,"[2423.0, 2671.0, 2592.0, 3132.0]","[-1.0720853795605352, -0.1275838728784296, -0.4284533044424874, 1.6281225568814521]"
"('Cluster_6', 'Cluster_8')",2001,"[2671.0, 2592.0, 3132.0, 3110.0]","[-0.8327878433035882, -1.1533249425532033, 1.0376881409251775, 0.9484246449316138]"
"('Cluster_6', 'Cluster_8')",2002,"[2592.0, 3132.0, 3110.0, 5213.0]","[-0.9145286852901727, -0.37759420303228386, -0.3994693115687164, 1.691592199891173]"
"('Cluster_6', 'Cluster_8')",2003,"[3132.0, 3110.0, 5213.0, 8778.0]","[-0.833441053867367, -0.842959913405372, 0.06695652334119405, 1.609444443931545]"
"('Cluster_6', 'Cluster_8')",2004,"[3110.0, 5213.0, 8778.0, 13218.0]","[-1.1657435246106727, -0.6172657278085597, 0.31251237280938277, 1.4704968796098496]"
"('Cluster_6', 'Cluster_8')",2005,"[5213.0, 8778.0, 13218.0, 13845.0]","[-1.4390338350374272, -0.4232620061277296, 0.8418226840150637, 1.0204731571500933]"
"('Cluster_6', 'Cluster_8')",2006,"[8778.0, 13218.0, 13845.0, 24175.0]","[-1.1031856733196201, -0.3164615503612017, -0.20536334651099258, 1.6250105701918145]"
"('Cluster_6', 'Cluster_8')",2007,"[13218.0, 13845.0, 24175.0, 27595.0]","[-1.0305433910603696, -0.9309862544023284, 0.7092453591185094, 1.2522842863441885]"
"('Cluster_6', 'Cluster_8')",2008,"[13845.0, 24175.0, 27595.0, 19007.0]","[-1.402730363023192, 0.5793782000066382, 1.235603881087182, -0.41225171807062827]"
"('Cluster_6', 'Cluster_8')",2009,"[24175.0, 27595.0, 19007.0, 21220.0]","[0.36455350381549667, 1.4249600384095842, -1.237838592904458, -0.5516749493206229]"
"('Cluster_6', 'Cluster_8')",2010,"[27595.0, 19007.0, 21220.0, 21584.0]","[1.64687059341938, -1.0504355296445345, -0.3553798181470446, -0.24105524562780092]"
"('Cluster_6', 'Cluster_8')",2011,"[19007.0, 21220.0, 21584.0, 43855.0]","[-0.7324313364426722, -0.5136756110161746, -0.47769409992026635, 1.7238010473791132]"
"('Cluster_6', 'Cluster_8')",2012,"[21220.0, 21584.0, 43855.0, 28250.0]","[-0.8185462882345101, -0.778857873846104, 1.6494406889126658, -0.05203652683205168]"
"('Cluster_6', 'Cluster_8')",2013,"[21584.0, 43855.0, 28250.0, 49092.0]","[-1.2613748846241337, 0.7293828480688652, -0.6655151995569373, 1.1975072361122057]"
"('Cluster_6', 'Cluster_8')",2014,"[43855.0, 28250.0, 49092.0, 34367.0]","[0.6128872027221973, -1.3138059476565072, 1.2594807322661432, -0.5585619873318334]"
"('Cluster_6', 'Cluster_8')",2015,"[28250.0, 49092.0, 34367.0, 86863.0]","[-0.9389018121855401, -0.024182438111262215, -0.6704372497053387, 1.633521500002141]"
"('Cluster_6', 'Cluster_8')",2016,"[49092.0, 34367.0, 86863.0, 100981.0]","[-0.6919316428469621, -1.2357999789207068, 0.7031414248502478, 1.224590196917421]"
"('Cluster_6', 'Cluster_8')",2017,"[34367.0, 86863.0, 100981.0, 165330.0]","[-1.3397286974582865, -0.21477082192961755, 0.08776947231592018, 1.466730047071984]"
"('Cluster_6', 'Cluster_8')",2018,"[86863.0, 100981.0, 165330.0, 230020.0]","[-1.035521361295735, -0.7874622020661843, 0.3431766162694412, 1.4798069470924782]"
"('Cluster_6', 'Cluster_8')",2019,"[100981.0, 165330.0, 230020.0, 463462.0]","[-1.0153015345996292, -0.5451645890246716, -0.07253628074880067, 1.6330024043731015]"
"('Cluster_6', 'Cluster_8')",2020,"[165330.0, 230020.0, 463462.0, 233686.0]","[-0.9522068875755116, -0.38076526896547264, 1.681353672626191, -0.34838151608520673]"
"('Cluster_6', 'Cluster_8')",2021,"[230020.0, 463462.0, 233686.0, 683095.0]","[-0.9200071374925092, 0.32469640455663623, -0.9004601700010031, 1.4957709029368762]"
"('Cluster_6', 'Cluster_9')",1987,"[0.0, 9.0, 3.0, 44.0]","[-0.7945060953748321, -0.2837521769195829, -0.6242547892230823, 1.7025130615174973]"
"('Cluster_6', 'Cluster_9')",1988,"[9.0, 3.0, 44.0, 629.0]","[-0.6128526870269693, -0.6355159605071653, -0.48065025839249204, 1.7290189059266265]"
"('Cluster_6', 'Cluster_9')",1989,"[3.0, 44.0, 629.0, 992.0]","[-0.9996282617171376, -0.90063125995288, 0.5118869359517709, 1.3883725857182465]"
"('Cluster_6', 'Cluster_9')",1990,"[44.0, 629.0, 992.0, 1527.0]","[-1.3964435627705647, -0.3129959709658162, 0.3592971501027713, 1.3501423836336097]"
"('Cluster_6', 'Cluster_9')",1991,"[629.0, 992.0, 1527.0, 2141.0]","[-1.2151370544072202, -0.5788662275052067, 0.3588882969922515, 1.4351149849201754]"
"('Cluster_6', 'Cluster_9')",1992,"[992.0, 1527.0, 2141.0, 2322.0]","[-1.4340828393768659, -0.4158554749885139, 0.7527269581599874, 1.0972113562053925]"
"('Cluster_6', 'Cluster_9')",1993,"[1527.0, 2141.0, 2322.0, 3747.0]","[-1.1156892583898705, -0.3606237255693905, -0.13803926068257147, 1.6143522446418326]"
